DonationID,DonorID,DonationDate,Quantity,StaffID
2820,D12242,2023-02-09,404,S411
2821,D77,2023-10-09,317,S257
2822,D13439,2021-11-15,383,S13
2823,D10120,2023-06-19,491,S246
2824,D16315,2023-01-22,402,S250
2825,D12489,2023-05-27,459,S275
2826,D12914,2021-03-21,388,S188
2827,D12233,2020-02-26,333,S13
2828,D13566,2024-10-01,474,S430
2829,D4284,2022-04-04,356,S42
2830,D15838,2020-12-22,321,S73
2831,D1097,2020-06-08,363,S235
2832,D13615,2024-07-04,440,S384
2833,D11375,2023-02-21,373,S148
2834,D2373,2021-08-27,353,S432
2835,D13281,2021-05-16,398,S162
2836,D167,2020-02-26,488,S488
2837,D12210,2024-06-08,404,S7
2838,D19851,2022-06-28,431,S106
2839,D3566,2022-03-02,454,S84
2840,D13910,2024-05-31,465,S212
2841,D9512,2024-12-12,489,S71
2842,D5612,2023-06-28,476,S343
2843,D9904,2024-10-26,329,S402
2844,D10511,2022-04-06,400,S494
2845,D12255,2023-10-30,376,S161
2846,D4239,2021-11-22,458,S52
2847,D11092,2023-03-04,499,S379
2848,D13747,2021-12-05,456,S262
2849,D6643,2022-04-25,391,S139
2850,D5119,2021-12-29,494,S453
2851,D18073,2020-11-18,461,S293
2852,D11109,2020-08-24,433,S441
2853,D11447,2020-09-27,451,S233
2854,D13757,2021-06-27,325,S287
2855,D10375,2022-08-07,470,S61
2856,D6583,2020-07-29,434,S37
2857,D3707,2021-09-07,369,S126
2858,D8695,2021-08-19,448,S102
2859,D7539,2023-08-03,499,S428
2860,D4905,2024-09-28,411,S450
2861,D6357,2021-07-13,476,S332
2862,D14749,2022-07-23,474,S200
2863,D2320,2020-06-24,334,S237
2864,D12760,2024-06-03,338,S235
2865,D1688,2023-12-05,398,S347
2866,D3496,2022-10-26,301,S231
2867,D15523,2023-05-08,316,S474
2868,D10305,2023-04-21,336,S71
2869,D4624,2022-02-12,411,S57
2870,D6858,2022-08-30,316,S275
2871,D15796,2022-12-22,327,S18
2872,D4787,2021-03-18,315,S125
2873,D7101,2021-05-04,372,S155
2874,D15163,2020-09-11,340,S312
2875,D1177,2020-11-07,455,S172
2876,D11805,2022-01-03,494,S267
2877,D12658,2022-05-25,452,S125
2878,D18874,2021-06-25,358,S464
2879,D11696,2020-04-22,498,S192
2880,D16690,2020-03-19,426,S242
2881,D7196,2020-05-02,451,S243
2882,D7942,2024-10-23,496,S154
2883,D17678,2024-08-03,464,S79
2884,D18061,2024-09-28,404,S112
2885,D8229,2021-12-22,475,S69
2886,D5885,2020-11-09,480,S329
2887,D15213,2021-01-01,488,S301
2888,D2749,2021-02-26,386,S133
2889,D8199,2022-03-18,480,S175
2890,D1220,2024-12-15,302,S420
2891,D12939,2020-04-18,359,S177
2892,D1874,2020-12-12,413,S32
2893,D8926,2021-11-16,419,S405
2894,D3327,2021-08-18,472,S297
2895,D15865,2024-01-12,419,S226
2896,D15688,2023-12-04,438,S86
2897,D13454,2021-10-29,425,S4
2898,D13445,2021-08-23,367,S282
2899,D11979,2023-07-13,479,S434
2900,D3633,2020-05-13,372,S459
2901,D2967,2021-09-23,481,S338
2902,D17960,2021-07-22,467,S380
2903,D11281,2023-06-14,314,S37
2904,D19013,2022-05-16,459,S77
2905,D5841,2023-05-29,378,S109
2906,D17724,2024-12-22,385,S350
2907,D16633,2020-02-14,471,S42
2908,D4202,2023-10-02,374,S183
2909,D10975,2020-04-28,390,S13
2910,D16982,2023-04-10,366,S47
2911,D4553,2023-01-13,378,S389
2912,D8018,2024-04-04,389,S464
2913,D11921,2020-08-07,408,S386
2914,D18239,2022-02-25,457,S199
2915,D11174,2020-04-04,475,S431
2916,D2592,2020-11-01,332,S159
2917,D19055,2024-06-11,444,S177
2918,D2467,2020-05-04,330,S342
2919,D19480,2022-05-22,334,S138
2920,D13986,2021-10-23,427,S301
2921,D3874,2020-05-08,467,S174
2922,D7587,2022-11-21,485,S259
2923,D3481,2024-08-22,461,S33
2924,D1186,2020-02-04,309,S414
2925,D2725,2024-01-29,444,S25
2926,D19435,2020-07-19,456,S202
2927,D17744,2021-06-13,422,S112
2928,D7605,2022-02-25,349,S288
2929,D3775,2023-08-04,478,S440
2930,D8863,2024-12-14,375,S204
2931,D2937,2024-07-11,439,S253
2932,D830,2020-09-04,491,S327
2933,D8413,2022-12-20,407,S245
2934,D14532,2024-04-25,461,S196
2935,D13039,2022-11-25,422,S314
2936,D17901,2021-07-22,337,S181
2937,D19583,2020-05-15,325,S128
2938,D17047,2023-03-15,355,S346
2939,D12064,2021-11-22,399,S14
2940,D15007,2021-01-04,470,S313
2941,D11235,2020-08-16,472,S279
2942,D14563,2022-02-15,389,S29
2943,D5439,2021-03-16,333,S457
2944,D8363,2022-11-01,448,S219
2945,D19327,2021-12-01,398,S13
2946,D3270,2022-06-30,362,S287
2947,D16026,2022-10-07,325,S322
2948,D4204,2021-02-02,376,S39
2949,D14939,2023-01-06,449,S298
2950,D4073,2024-10-23,344,S201
2951,D6668,2022-12-19,416,S460
2952,D5118,2022-10-08,493,S228
2953,D14872,2021-03-02,460,S177
2954,D10390,2022-04-30,489,S139
2955,D5653,2021-03-28,478,S337
2956,D4630,2022-05-26,474,S297
2957,D8480,2021-11-06,437,S388
2958,D14517,2024-05-11,409,S152
2959,D6521,2024-07-16,413,S267
2960,D12714,2023-06-07,406,S132
2961,D3343,2024-12-26,437,S146
2962,D1641,2024-08-02,477,S24
2963,D4449,2021-12-22,492,S318
2964,D5076,2022-05-11,427,S290
2965,D7068,2022-05-25,352,S275
2966,D12830,2023-09-19,473,S61
2967,D2569,2020-10-08,365,S74
2968,D7772,2024-09-09,319,S24
2969,D148,2023-09-12,326,S61
2970,D12457,2020-02-04,460,S257
2971,D15851,2024-12-30,450,S61
2972,D15179,2022-12-14,383,S191
2973,D13017,2021-05-14,499,S434
2974,D17321,2022-07-29,484,S402
2975,D19205,2024-08-09,469,S71
2976,D326,2022-01-14,301,S284
2977,D5188,2020-06-01,308,S355
2978,D4765,2024-07-20,357,S370
2979,D14785,2024-04-11,356,S403
2980,D441,2022-02-26,399,S59
2981,D18267,2023-06-07,347,S80
2982,D16544,2020-08-01,483,S338
2983,D5425,2023-12-04,466,S246
2984,D605,2021-03-14,338,S360
2985,D7984,2020-08-10,400,S497
2986,D9163,2024-05-25,305,S178
2987,D15422,2020-03-11,302,S458
2988,D19975,2020-12-16,465,S473
2989,D5398,2024-05-14,484,S209
2990,D2329,2022-06-07,482,S169
2991,D2210,2022-08-10,499,S43
2992,D13439,2021-01-02,348,S284
2993,D10960,2021-08-28,406,S334
2994,D9618,2020-04-28,301,S286
2995,D17704,2024-01-26,326,S479
2996,D7383,2022-07-31,313,S413
2997,D5024,2022-04-12,437,S482
2998,D11962,2024-06-26,460,S22
2999,D699,2022-05-28,409,S160
3000,D16851,2021-02-27,422,S145
3001,D17596,2023-06-04,490,S295
3002,D4718,2024-11-21,409,S10
3003,D18360,2024-07-19,465,S60
3004,D4209,2024-04-28,374,S146
3005,D6761,2023-09-30,495,S53
3006,D19122,2023-10-25,334,S333
3007,D3896,2022-09-27,458,S239
3008,D8374,2020-05-03,476,S312
3009,D5449,2024-12-20,475,S336
3010,D2050,2022-06-19,327,S314
3011,D14879,2020-06-16,486,S365
3012,D10634,2023-02-20,385,S49
3013,D15992,2024-12-26,401,S35
3014,D2879,2024-04-16,477,S431
3015,D1840,2022-05-24,391,S214
3016,D12827,2024-05-24,351,S441
3017,D2185,2021-06-09,476,S168
3018,D5261,2020-10-22,344,S470
3019,D9578,2022-12-01,407,S310
3020,D17693,2023-03-20,458,S304
3021,D8488,2022-06-10,473,S326
3022,D15946,2020-03-27,495,S151
3023,D12024,2023-08-01,446,S371
3024,D13108,2020-08-01,394,S394
3025,D3630,2021-01-10,396,S476
3026,D1176,2023-09-17,391,S215
3027,D6666,2021-08-18,338,S499
3028,D5634,2024-11-27,360,S277
3029,D18903,2024-01-22,337,S303
3030,D3486,2024-11-12,425,S368
3031,D14925,2023-05-24,429,S354
3032,D10348,2023-04-20,462,S345
3033,D3799,2022-04-19,438,S353
3034,D2224,2022-03-12,414,S178
3035,D16110,2024-05-30,405,S66
3036,D18312,2022-08-02,371,S116
3037,D1237,2022-05-15,387,S225
3038,D15367,2021-04-13,418,S182
3039,D11658,2021-11-23,333,S233
3040,D4041,2024-06-21,499,S404
3041,D6718,2020-11-22,351,S348
3042,D11317,2021-11-26,360,S175
3043,D15494,2023-04-29,425,S148
3044,D10021,2024-01-02,490,S246
3045,D7003,2022-12-08,395,S325
3046,D3274,2024-05-15,350,S320
3047,D5759,2024-08-23,444,S53
3048,D10922,2021-04-27,420,S371
3049,D7284,2022-08-01,467,S89
3050,D5251,2022-02-07,377,S452
3051,D9989,2020-11-27,482,S444
3052,D13699,2022-07-25,495,S263
3053,D9458,2020-12-04,334,S465
3054,D5931,2024-12-12,346,S458
3055,D1410,2020-09-28,405,S463
3056,D3227,2024-03-24,430,S189
3057,D6017,2020-06-22,353,S67
3058,D18261,2022-01-25,429,S191
3059,D18743,2021-03-31,362,S330
3060,D11991,2020-04-30,328,S79
3061,D7341,2022-02-08,344,S272
3062,D7861,2024-08-27,458,S218
3063,D10435,2024-01-14,444,S249
3064,D7572,2023-01-06,412,S492
3065,D18868,2021-07-06,448,S198
3066,D17993,2022-02-15,301,S288
3067,D2348,2022-01-15,378,S317
3068,D18825,2024-06-01,351,S25
3069,D9083,2022-11-30,471,S102
3070,D6241,2021-08-04,398,S485
3071,D14054,2023-06-04,451,S474
3072,D205,2021-07-07,419,S255
3073,D13868,2023-09-29,342,S146
3074,D2728,2022-03-09,439,S496
3075,D3889,2023-03-16,481,S428
3076,D11195,2021-09-21,447,S68
3077,D1165,2021-11-23,430,S131
3078,D15854,2020-02-23,496,S19
3079,D5539,2021-04-09,436,S198
3080,D4003,2020-04-03,468,S295
3081,D18652,2020-04-08,433,S404
3082,D4125,2021-06-01,405,S261
3083,D13530,2020-03-28,425,S480
3084,D8981,2021-03-05,470,S396
3085,D3999,2023-05-16,380,S232
3086,D16383,2022-03-04,424,S25
3087,D14877,2021-04-04,480,S394
3088,D12414,2023-03-21,398,S227
3089,D11683,2022-10-20,399,S469
3090,D2075,2022-03-06,412,S243
3091,D15645,2023-09-24,340,S41
3092,D15632,2024-10-13,320,S333
3093,D90,2022-01-24,365,S253
3094,D11090,2022-07-17,344,S183
3095,D7701,2024-11-24,316,S86
3096,D2907,2023-02-12,434,S267
3097,D4463,2020-02-16,446,S397
3098,D5850,2020-09-08,326,S360
3099,D1974,2023-04-18,442,S78
3100,D19394,2020-06-13,412,S288
3101,D12074,2023-04-30,409,S33
3102,D6413,2020-12-07,408,S84
3103,D10270,2024-09-16,331,S5
3104,D10159,2023-04-01,489,S219
3105,D17013,2020-12-14,352,S278
3106,D867,2023-08-13,454,S51
3107,D11268,2021-01-31,433,S271
3108,D5730,2022-04-27,401,S191
3109,D18936,2024-05-03,402,S262
3110,D7050,2023-07-01,348,S475
3111,D4860,2024-02-12,470,S63
3112,D7026,2020-03-04,320,S7
3113,D10606,2022-04-15,414,S120
3114,D5377,2021-05-19,353,S169
3115,D17727,2024-04-15,497,S378
3116,D4884,2021-08-08,346,S416
3117,D12749,2022-07-25,479,S428
3118,D3708,2020-12-21,408,S173
3119,D3704,2022-12-01,492,S356
3120,D13017,2021-10-20,380,S120
3121,D6816,2023-10-17,476,S112
3122,D12561,2020-08-13,334,S285
3123,D15734,2020-01-07,443,S138
3124,D18966,2024-06-11,394,S95
3125,D18272,2020-11-04,417,S492
3126,D17721,2023-03-31,305,S205
3127,D10141,2022-01-09,303,S252
3128,D1627,2023-06-12,313,S312
3129,D19738,2022-07-03,479,S224
3130,D2359,2020-05-29,393,S187
3131,D13485,2022-09-23,372,S437
3132,D13195,2020-09-03,347,S123
3133,D15491,2022-08-12,432,S347
3134,D18327,2024-02-11,367,S291
3135,D9836,2024-06-17,422,S174
3136,D18761,2021-11-06,486,S41
3137,D10918,2024-08-05,300,S404
3138,D9858,2022-03-02,360,S110
3139,D9551,2020-12-04,443,S110
3140,D15981,2024-09-30,482,S281
3141,D6351,2024-05-23,341,S24
3142,D3934,2023-04-02,300,S127
3143,D16763,2020-08-12,422,S308
3144,D4353,2020-10-16,343,S244
3145,D2884,2020-12-11,405,S131
3146,D460,2020-09-30,393,S188
3147,D792,2023-04-06,473,S210
3148,D10453,2021-02-08,428,S103
3149,D17000,2022-01-23,335,S261
3150,D3855,2023-06-07,349,S303
3151,D15453,2020-11-28,320,S16
3152,D4633,2020-05-25,409,S480
3153,D18092,2022-02-23,444,S459
3154,D2925,2024-10-03,320,S135
3155,D8428,2023-08-23,385,S146
3156,D2522,2024-07-12,371,S494
3157,D784,2023-03-05,449,S495
3158,D9442,2023-11-25,365,S277
3159,D13028,2023-08-24,301,S105
3160,D14365,2021-02-26,359,S407
3161,D2205,2024-12-06,322,S148
3162,D18081,2020-06-20,479,S46
3163,D1586,2022-03-04,409,S279
3164,D6472,2022-05-12,405,S56
3165,D4734,2022-12-05,303,S272
3166,D1002,2021-05-19,313,S348
3167,D16510,2022-06-14,378,S495
3168,D11460,2023-10-07,381,S93
3169,D4467,2024-06-30,470,S397
3170,D11466,2020-12-06,343,S436
3171,D7460,2023-06-08,332,S452
3172,D309,2021-11-25,454,S28
3173,D3879,2022-03-11,379,S497
3174,D11706,2023-01-13,403,S213
3175,D12006,2020-08-29,356,S436
3176,D19159,2023-02-20,312,S251
3177,D13655,2023-02-27,355,S398
3178,D9116,2022-10-08,401,S269
3179,D17412,2021-01-12,451,S75
3180,D17705,2020-12-16,388,S122
3181,D13569,2024-12-18,370,S264
3182,D17195,2023-03-20,463,S240
3183,D5998,2020-05-26,314,S364
3184,D2439,2021-04-10,342,S419
3185,D6504,2023-10-18,439,S445
3186,D13193,2021-06-13,446,S303
3187,D16661,2024-06-18,444,S250
3188,D11120,2024-08-16,496,S3
3189,D19406,2021-09-06,388,S267
3190,D6376,2023-03-31,440,S309
3191,D1727,2022-11-26,494,S344
3192,D12242,2021-06-25,304,S204
3193,D15635,2024-01-09,356,S63
3194,D18981,2020-10-17,464,S315
3195,D14806,2021-11-03,393,S90
3196,D6755,2020-01-10,402,S144
3197,D16065,2020-02-07,487,S443
3198,D19799,2023-09-05,489,S461
3199,D1755,2022-11-04,491,S24
3200,D19162,2024-12-05,343,S131
3201,D19714,2022-10-22,398,S363
3202,D4603,2022-02-13,342,S104
3203,D14917,2020-08-17,420,S416
3204,D18836,2020-10-23,308,S420
3205,D8102,2022-10-29,421,S185
3206,D10443,2020-10-25,310,S250
3207,D17203,2023-08-05,434,S72
3208,D10999,2021-05-19,424,S25
3209,D18820,2024-06-27,414,S191
3210,D1359,2022-01-14,465,S93
3211,D5699,2021-09-19,473,S362
3212,D3090,2023-07-09,418,S99
3213,D2317,2022-06-24,398,S231
3214,D14649,2024-03-14,322,S21
3215,D18509,2020-10-16,401,S95
3216,D18456,2024-09-08,463,S180
3217,D16841,2023-01-29,477,S409
3218,D17496,2020-07-19,303,S155
3219,D11534,2024-08-11,493,S118
3220,D2243,2022-05-29,332,S321
3221,D6014,2023-11-18,453,S448
3222,D18537,2021-03-22,428,S190
3223,D3895,2021-12-28,400,S361
3224,D8470,2023-08-22,412,S308
3225,D16326,2022-01-12,465,S317
3226,D18165,2021-06-22,338,S255
3227,D19143,2023-05-24,481,S19
3228,D6710,2021-06-10,325,S5
3229,D16496,2021-10-28,468,S270
3230,D17510,2024-02-15,313,S338
3231,D18679,2023-11-27,500,S12
3232,D19171,2024-10-07,372,S251
3233,D9676,2022-05-05,488,S298
3234,D773,2020-03-02,497,S485
3235,D6788,2021-10-09,368,S170
3236,D12290,2020-01-12,363,S45
3237,D1732,2020-03-12,377,S37
3238,D14225,2022-02-10,456,S381
3239,D16488,2022-07-01,482,S404
3240,D849,2022-04-05,383,S95
3241,D1846,2024-07-18,312,S63
3242,D16144,2020-07-05,446,S160
3243,D17062,2023-03-21,378,S125
3244,D13964,2020-05-21,449,S272
3245,D3958,2024-06-13,398,S452
3246,D4060,2021-04-15,382,S71
3247,D6700,2024-07-06,345,S487
3248,D4315,2020-04-27,490,S206
3249,D2002,2022-08-20,347,S222
3250,D7074,2021-08-30,458,S196
3251,D16033,2024-03-26,415,S79
3252,D3337,2020-11-05,349,S188
3253,D9811,2023-09-13,365,S302
3254,D1054,2024-07-31,474,S464
3255,D3209,2021-09-18,407,S70
3256,D16672,2021-07-07,494,S347
3257,D12334,2021-04-30,431,S305
3258,D16650,2021-10-17,457,S188
3259,D5645,2024-09-15,331,S91
3260,D9820,2023-07-01,370,S237
3261,D6583,2024-03-12,414,S332
3262,D881,2023-01-15,439,S385
3263,D544,2020-12-12,366,S43
3264,D913,2022-10-14,406,S12
3265,D5430,2020-03-30,419,S483
3266,D3671,2023-03-17,426,S41
3267,D1291,2022-04-08,354,S481
3268,D11715,2021-01-24,325,S219
3269,D15326,2024-04-04,411,S263
3270,D13917,2021-07-21,422,S43
3271,D16220,2020-06-28,484,S42
3272,D13809,2021-03-12,347,S179
3273,D1193,2023-02-18,451,S376
3274,D13791,2022-08-22,329,S140
3275,D11539,2020-07-08,450,S125
3276,D9749,2021-08-04,447,S313
3277,D728,2022-03-13,362,S243
3278,D9723,2021-06-08,349,S456
3279,D6798,2020-11-13,316,S353
3280,D1419,2023-03-09,427,S429
3281,D19796,2021-03-02,301,S383
3282,D12839,2022-01-13,332,S289
3283,D11167,2021-08-06,350,S52
3284,D3406,2024-01-23,319,S4
3285,D17798,2022-01-23,476,S185
3286,D17946,2020-05-18,354,S102
3287,D5985,2024-09-26,409,S187
3288,D11950,2022-05-16,342,S324
3289,D3992,2022-11-05,411,S85
3290,D9096,2024-12-26,384,S56
3291,D11199,2020-03-18,441,S19
3292,D334,2022-01-24,301,S355
3293,D17280,2024-06-20,387,S499
3294,D15379,2022-07-01,401,S494
3295,D1261,2023-07-11,343,S280
3296,D1364,2022-10-24,358,S366
3297,D18216,2023-05-05,334,S389
3298,D5785,2022-05-01,487,S272
3299,D9171,2023-12-18,441,S169
3300,D1243,2023-04-16,473,S16
3301,D11858,2020-07-10,381,S266
3302,D5795,2024-12-24,500,S167
3303,D1455,2022-01-17,303,S75
3304,D7132,2022-06-22,458,S207
3305,D1166,2021-07-16,368,S88
3306,D7349,2024-08-27,454,S249
3307,D16719,2022-04-19,416,S112
3308,D506,2022-12-17,487,S126
3309,D10038,2023-07-29,429,S375
3310,D4092,2021-12-10,386,S178
3311,D5321,2021-05-20,422,S483
3312,D15282,2024-10-23,365,S198
3313,D17275,2021-06-21,394,S434
3314,D9462,2021-06-09,475,S211
3315,D2765,2024-11-23,349,S42
3316,D9726,2020-10-23,307,S76
3317,D1188,2023-10-19,399,S166
3318,D11442,2022-12-31,410,S251
3319,D396,2020-07-17,456,S64
3320,D13891,2020-08-04,408,S280
3321,D16488,2021-10-13,357,S492
3322,D12246,2023-10-20,300,S169
3323,D5369,2023-10-16,304,S49
3324,D10745,2024-08-10,428,S319
3325,D9406,2021-05-22,435,S238
3326,D573,2020-08-24,409,S294
3327,D10392,2024-09-21,441,S253
3328,D16781,2023-04-17,397,S416
3329,D9307,2021-01-27,332,S122
3330,D9996,2022-01-03,497,S400
3331,D11577,2021-11-04,438,S328
3332,D2827,2020-10-21,453,S134
3333,D19304,2024-09-30,482,S315
3334,D11391,2020-02-17,425,S453
3335,D1308,2021-11-19,346,S100
3336,D18167,2024-05-03,391,S343
3337,D19598,2024-10-08,327,S262
3338,D8853,2024-08-11,348,S454
3339,D10548,2022-01-19,427,S232
3340,D14797,2024-08-21,393,S100
3341,D2640,2021-12-01,328,S13
3342,D1259,2023-09-06,364,S371
3343,D5375,2022-11-16,428,S159
3344,D11577,2023-03-22,330,S304
3345,D4166,2021-08-18,407,S81
3346,D10889,2023-02-06,302,S252
3347,D12344,2024-08-10,357,S388
3348,D6214,2020-09-16,361,S32
3349,D19051,2020-03-25,420,S158
3350,D13130,2024-10-30,457,S86
3351,D12689,2023-06-17,439,S402
3352,D5905,2022-09-12,461,S11
3353,D11748,2022-09-18,350,S346
3354,D14916,2021-06-18,402,S318
3355,D7410,2021-06-04,306,S161
3356,D14044,2024-12-03,363,S182
3357,D5902,2021-02-19,343,S342
3358,D3493,2022-03-24,317,S213
3359,D1946,2021-10-22,307,S305
3360,D19340,2022-07-08,311,S239
3361,D8768,2024-12-08,347,S87
3362,D17748,2020-12-30,365,S452
3363,D7420,2022-04-19,302,S268
3364,D13159,2020-11-23,469,S487
3365,D4425,2023-07-01,388,S462
3366,D12433,2020-05-12,491,S329
3367,D161,2021-02-11,367,S420
3368,D12738,2021-12-24,359,S417
3369,D7968,2020-07-15,480,S20
3370,D15232,2024-05-25,421,S168
3371,D17717,2024-11-09,326,S492
3372,D19735,2022-01-18,500,S397
3373,D18210,2024-09-30,414,S275
3374,D18581,2022-11-25,389,S362
3375,D18515,2022-06-05,323,S235
3376,D975,2021-10-26,474,S482
3377,D13898,2024-02-10,444,S92
3378,D4316,2020-10-30,352,S63
3379,D8551,2021-12-26,367,S136
3380,D1733,2020-04-09,353,S302
3381,D9667,2021-06-18,306,S145
3382,D18644,2023-11-09,448,S147
3383,D16161,2020-07-07,355,S86
3384,D13397,2022-08-16,451,S213
3385,D2903,2023-07-12,390,S202
3386,D7875,2022-08-02,301,S364
3387,D8094,2023-05-28,364,S318
3388,D6498,2022-09-09,409,S6
3389,D15888,2020-07-15,481,S496
3390,D19408,2024-01-30,388,S157
3391,D2410,2023-05-06,490,S118
3392,D11538,2023-05-13,453,S71
3393,D14545,2022-06-14,455,S79
3394,D14939,2022-07-30,447,S185
3395,D13208,2024-12-22,462,S268
3396,D3653,2021-05-06,419,S290
3397,D18356,2020-12-14,435,S330
3398,D19806,2020-12-23,377,S227
3399,D14325,2024-07-13,304,S287
3400,D6953,2024-03-04,407,S384
3401,D16120,2023-07-06,447,S160
3402,D2664,2022-11-30,368,S220
3403,D17884,2022-10-17,309,S358
3404,D4736,2021-02-28,330,S37
3405,D6710,2023-06-27,355,S50
3406,D3877,2022-04-20,494,S166
3407,D7421,2022-05-15,387,S31
3408,D2366,2021-09-10,440,S205
3409,D1950,2023-06-05,339,S430
3410,D18094,2021-02-21,307,S261
3411,D2162,2021-04-08,470,S473
3412,D3056,2020-03-06,418,S342
3413,D10440,2024-11-25,369,S129
3414,D17571,2024-09-04,483,S479
3415,D2896,2023-03-16,322,S357
3416,D3939,2022-05-14,358,S476
3417,D6560,2024-04-29,448,S429
3418,D19015,2020-01-26,404,S72
3419,D16048,2024-11-28,445,S51
3420,D7418,2022-07-19,433,S410
3421,D15816,2023-10-10,427,S57
3422,D16061,2023-08-18,446,S389
3423,D8659,2023-11-25,367,S37
3424,D12004,2021-01-12,439,S121
3425,D8636,2022-07-10,498,S181
3426,D5302,2020-05-31,404,S467
3427,D9635,2023-02-01,448,S418
3428,D17218,2020-08-08,305,S467
3429,D1430,2021-05-07,319,S355
3430,D9550,2022-04-30,442,S313
3431,D14773,2020-05-27,327,S493
3432,D9718,2024-05-04,489,S143
3433,D436,2021-10-02,410,S61
3434,D16158,2024-11-30,433,S183
3435,D2821,2021-01-10,343,S64
3436,D12032,2020-10-04,338,S226
3437,D11242,2022-10-23,436,S389
3438,D18093,2024-09-08,433,S250
3439,D15127,2023-08-20,389,S367
3440,D3917,2020-11-01,393,S104
3441,D7522,2023-05-03,315,S409
3442,D10862,2023-01-30,462,S461
3443,D4276,2022-04-28,401,S192
3444,D17277,2020-10-19,434,S145
3445,D7762,2020-08-12,494,S188
3446,D7874,2023-03-22,459,S152
3447,D4360,2022-02-13,444,S162
3448,D9804,2023-09-28,325,S223
3449,D3803,2024-05-10,301,S116
3450,D14190,2023-12-29,471,S239
3451,D5695,2023-01-05,359,S222
3452,D9121,2020-02-18,381,S302
3453,D1075,2023-05-31,377,S122
3454,D2581,2023-03-15,312,S344
3455,D9797,2021-07-15,361,S388
3456,D9650,2024-09-14,398,S127
3457,D13034,2024-05-25,449,S85
3458,D14604,2023-05-15,385,S340
3459,D9841,2023-06-17,332,S443
3460,D13961,2022-01-28,398,S51
3461,D16065,2021-06-29,330,S244
3462,D8921,2021-09-25,455,S240
3463,D19240,2022-08-14,339,S33
3464,D7893,2023-01-09,351,S484
3465,D8660,2023-10-12,484,S52
3466,D5104,2022-05-18,329,S496
3467,D18273,2020-03-01,462,S66
3468,D8977,2024-02-18,310,S62
3469,D13810,2021-12-25,365,S48
3470,D6308,2024-08-13,438,S206
3471,D6343,2021-06-08,329,S367
3472,D18537,2020-05-13,331,S77
3473,D3065,2023-05-29,322,S147
3474,D3479,2023-04-04,436,S17
3475,D1115,2021-08-16,378,S377
3476,D19653,2020-11-08,444,S485
3477,D7265,2021-03-08,312,S340
3478,D1792,2022-01-17,345,S257
3479,D11053,2024-10-17,439,S379
3480,D17532,2024-12-11,470,S404
3481,D17105,2020-08-22,358,S2
3482,D6064,2021-11-11,339,S329
3483,D15207,2023-12-11,345,S407
3484,D16499,2020-02-18,374,S198
3485,D1706,2024-03-02,371,S466
3486,D18924,2024-10-13,471,S402
3487,D16469,2022-11-16,402,S48
3488,D18369,2022-02-26,391,S106
3489,D14213,2021-09-22,307,S176
3490,D17547,2021-03-10,360,S275
3491,D7553,2024-12-07,448,S152
3492,D10712,2023-06-10,449,S223
3493,D6076,2022-10-15,480,S258
3494,D11377,2024-08-27,371,S41
3495,D11987,2024-10-12,463,S68
3496,D12035,2020-09-17,448,S111
3497,D17310,2023-11-16,405,S114
3498,D13020,2022-04-29,374,S276
3499,D18940,2021-09-07,425,S117
3500,D4708,2022-12-20,430,S333
3501,D7751,2020-12-24,397,S248
3502,D8938,2020-05-30,308,S162
3503,D11774,2021-01-30,423,S152
3504,D16265,2023-11-13,486,S102
3505,D19685,2021-08-31,330,S186
3506,D3164,2021-09-22,494,S438
3507,D5769,2021-10-25,411,S357
3508,D12639,2020-08-02,441,S62
3509,D4339,2023-06-09,351,S287
3510,D19864,2022-07-28,334,S273
3511,D11054,2023-09-27,490,S246
3512,D9208,2024-02-10,499,S155
3513,D19901,2021-03-04,460,S264
3514,D10980,2024-10-02,368,S353
3515,D11783,2021-04-04,315,S444
3516,D10229,2021-02-24,357,S104
3517,D987,2022-07-03,455,S305
3518,D16209,2021-08-30,495,S391
3519,D8894,2021-10-25,327,S499
3520,D4431,2020-09-09,489,S209
3521,D13452,2022-12-29,341,S230
3522,D8458,2022-02-16,468,S236
3523,D1412,2021-03-09,353,S251
3524,D17471,2022-09-04,416,S423
3525,D9725,2021-03-24,415,S499
3526,D15581,2020-12-13,339,S382
3527,D2162,2022-05-30,474,S121
3528,D19346,2022-10-03,363,S237
3529,D5983,2023-07-21,457,S307
3530,D17558,2021-12-16,421,S78
3531,D15379,2023-05-28,362,S97
3532,D68,2020-09-14,499,S16
3533,D3622,2024-03-29,492,S453
3534,D13017,2021-04-10,447,S221
3535,D16162,2022-01-13,312,S56
3536,D15751,2024-08-02,418,S288
3537,D14391,2022-04-25,383,S453
3538,D9880,2024-04-01,344,S360
3539,D16567,2023-10-20,409,S198
3540,D2319,2021-01-16,472,S106
3541,D7552,2020-04-03,474,S276
3542,D8320,2022-04-27,437,S493
3543,D17250,2020-11-27,356,S34
3544,D12988,2020-10-12,443,S200
3545,D1030,2023-12-17,462,S297
3546,D10448,2022-05-30,474,S142
3547,D19159,2024-08-23,433,S281
3548,D395,2021-03-13,311,S465
3549,D11917,2020-11-10,440,S487
3550,D2800,2022-09-16,361,S480
3551,D4155,2021-03-28,348,S9
3552,D17264,2022-09-22,493,S393
3553,D10960,2021-05-20,375,S496
3554,D318,2022-08-21,480,S93
3555,D1494,2023-05-24,376,S416
3556,D1409,2023-08-20,388,S163
